Time,Consuming Time(ms),Producing Time(ms),Response time(ms),Message Size(bytes),CPU Utilization(%),Memory Consumption(mb),Disk Free Space(gb),Brick Space,Kafka Total Space(mb),Topic Space(mb),Total Time (sec)
7:07:06,12.225743,8.558631,4022.15287,58752,1.68,1.464,4.9,68,393,1.7,255
7:07:10,11.856829,8.907674,4082.659556,58752,1.6,1.464,4.9,68,393,1.7,259
7:07:14,12.548802,8.722775,4142.352349,58752,1.51,1.463,4.9,68,393,1.8,263
7:07:18,12.163654,8.528356,4201.744861,58752,1.54,1.463,4.9,68,393,1.8,267
7:07:22,12.313509,8.476863,4262.076412,58752,1.6,1.464,4.9,68,393,1.8,271
7:07:26,13.436973,8.968595,4576.454253,62208,1.89,1.464,4.9,70,393,1.8,275
7:07:30,4.577177,8.568036,4382.835477,58752,1.71,1.464,4.9,70,393,1.9,279
7:07:34,4.21228,8.643303,4442.819945,58752,1.44,1.464,4.9,70,393,1.9,283
7:07:38,4.825362,8.704518,4503.29732,58752,1.57,1.464,4.9,70,393,1.9,287
7:07:42,4.466667,8.719924,4563.450266,58752,1.56,1.464,4.9,70,393,1.9,291
7:07:46,4.594331,8.194185,4622.971893,58752,1.6,1.463,4.9,70,393,2,295
7:07:50,5.27331,8.873979,4684.181199,58752,1.65,1.464,4.9,70,393,2,299
7:07:54,5.397362,8.713075,4743.991165,58752,1.43,1.464,4.9,70,393,2,303
7:07:58,5.592975,8.917736,5086.125095,62208,1.5,1.464,4.9,70,393,2,307
7:08:02,5.735189,8.523089,5149.036743,31104,1.63,1.464,4.9,70,393,2.1,309
7:08:06,6.393492,9.091974,5213.57188,62208,1.7,1.464,4.9,70,393,2.1,313
7:08:10,6.079286,8.960851,5277.184704,62208,1.75,1.464,4.9,70,394,2.1,317
7:08:14,6.683142,7.74176,4747.806392,55296,1.53,1.464,4.9,70,394,2.1,321
7:08:18,7.670145,9.001165,5405.593458,62208,1.51,1.464,4.9,70,394,2.2,325
7:08:22,6.464033,7.989188,4861.715653,55296,1.63,1.464,4.9,70,394,2.2,329
7:08:26,7.993038,8.888502,5532.737996,62208,1.62,1.464,4.9,70,394,2.2,333
7:08:30,7.919432,9.035347,5286.191108,58752,1.61,1.464,4.9,70,394,2.2,337
7:08:34,8.099742,8.376563,5345.430826,58752,1.51,1.464,4.9,70,394,2.3,341
7:08:38,8.274246,8.747182,5405.625659,58752,1.49,1.464,4.9,70,394,2.3,345
7:08:42,7.932503,8.392503,5465.728002,58752,1.5,1.464,4.9,70,394,2.3,349
7:08:46,8.832158,8.967504,5851.119859,62208,1.72,1.464,4.9,70,394,2.3,353
7:08:50,9.503444,9.144877,5914.175284,62208,1.71,1.464,4.9,70,394,2.4,357
7:08:54,8.449326,8.538704,5646.16729,58752,1.46,1.464,4.9,70,394,2.4,361
7:08:58,9.095707,8.360699,5706.009313,58752,1.59,1.464,4.9,70,394,2.4,365
7:09:02,8.739288,9.032522,5766.568406,29376,1.74,1.464,4.9,70,394,2.4,367
7:09:06,9.655783,8.984723,6169.168467,62208,1.69,1.464,4.9,70,394,2.5,371
7:09:10,9.300454,8.865903,6232.986454,62208,1.86,1.464,4.9,70,394,2.5,375
7:09:14,9.248267,8.542844,5946.726693,58752,1.61,1.464,4.9,70,394,2.5,379
7:09:18,10.22108,9.232185,6360.711019,62208,1.74,1.464,4.9,70,394,2.5,383
7:09:22,9.59288,8.619866,6067.085946,58752,1.62,1.464,4.9,70,394,2.6,387
7:09:26,10.59516,8.975577,6487.034259,62208,1.65,1.464,4.9,70,394,2.6,391
7:09:30,10.401844,8.689233,6186.928764,58752,1.79,1.464,4.9,70,394,2.6,395
7:09:34,10.080213,8.208993,6247.012535,58752,1.52,1.464,4.9,70,394,2.6,399
7:09:38,10.216392,8.190802,6307.289561,58752,1.54,1.464,4.9,70,394,2.7,403
7:09:42,10.887576,8.917042,6368.153537,58752,1.66,1.464,4.9,70,394,2.7,407
7:09:46,11.418214,9.152646,6805.491093,62208,1.57,1.464,4.9,70,394,2.7,411
7:09:50,11.17351,8.537636,6487.796304,58752,1.83,1.464,4.9,70,394,2.7,415
7:09:54,11.387285,8.160968,6548.313221,58752,1.75,1.464,4.9,70,394,2.8,419
7:09:58,11.524255,8.465669,6608.685088,58752,1.66,1.464,4.9,70,394,2.8,423
7:10:02,11.692649,7.998236,6668.298866,29376,1.97,1.464,4.9,70,394,2.8,425
7:10:06,11.457301,8.614926,6729.199016,58752,1.76,1.464,4.9,70,394,2.8,429
7:10:10,11.124072,8.134856,6389.991073,55296,1.62,1.464,4.9,70,394,2.8,433
7:10:14,11.285296,7.658116,6445.733768,55296,1.86,1.464,4.9,70,394,2.9,437
7:10:18,13.379285,8.930338,7315.369878,62208,1.52,1.464,4.9,70,394,2.9,441
7:10:22,12.589076,9.11235,7379.020916,62208,1.66,1.464,4.9,70,394,2.9,445
7:10:26,12.27104,8.363763,7029.157517,58752,1.64,1.464,4.9,70,394,2.9,449
7:10:30,12.407145,8.537992,7089.569635,58752,1.9,1.464,4.9,70,394,3,453
7:10:34,12.004328,8.037334,6729.08508,55296,2.26,1.464,4.9,70,394,3,457
7:10:38,4.188694,8.430651,7209.495882,58752,1.57,1.464,4.9,70,394,3,461
7:10:42,4.342447,8.392967,7269.412032,58752,1.62,1.464,4.9,70,394,3,465
7:10:46,5.553098,9.011843,7760.210316,62208,1.72,1.464,4.9,70,394,3.1,469
7:10:50,5.220894,8.512134,7389.239805,58752,1.82,1.464,4.9,70,394,3.1,473
7:10:54,4.884619,8.041318,7449.339303,58752,1.52,1.464,4.9,70,395,3.1,477
7:10:58,5.529267,8.650397,7509.9956,58752,1.67,1.464,4.9,70,395,3.1,481
7:11:02,5.669395,8.779302,7570.06801,29376,1.77,1.464,4.9,70,395,3.2,483
7:11:06,4.752424,7.710333,7180.758832,55296,1.55,1.464,4.9,70,395,3.2,487
7:11:10,6.682745,9.426545,8594.654341,65664,1.64,1.464,4.9,70,395,3.2,491
7:11:14,5.6558,8.196427,7749.737583,58752,1.52,1.464,4.9,70,395,3.2,495
7:11:18,6.508119,9.121733,8270.077083,62208,1.5,1.464,4.9,70,395,3.3,499
7:11:22,6.023913,8.360645,7870.461469,58752,1.71,1.463,4.9,70,395,3.3,503
7:11:26,6.664329,8.725213,7931.293836,58752,1.55,1.464,4.9,70,395,3.3,507
7:11:30,6.339846,8.651371,7991.24065,58752,1.78,1.464,4.9,70,395,3.3,511
7:11:34,6.36431,8.147953,7578.099576,55296,1.44,1.464,4.9,70,395,3.4,515
7:11:38,7.339242,8.641217,8588.761062,62208,1.5,1.464,4.9,70,395,3.4,519
7:11:42,7.483953,8.783678,8652.038523,62208,1.82,1.464,4.9,70,395,3.4,523
7:11:46,6.955825,8.779821,8231.90061,58752,1.52,1.464,4.9,70,395,3.4,527
7:11:50,7.123422,8.407083,8291.158193,58752,1.71,1.464,4.9,70,395,3.5,531
7:11:54,7.781635,8.099036,8350.954949,58752,1.48,1.464,4.9,70,395,3.5,535
7:11:58,8.62349,9.39645,8906.065896,62208,1.61,1.464,4.9,70,395,3.5,539
7:12:02,8.080315,8.459039,8471.171336,29376,1.7,1.464,4.9,70,395,3.5,541
7:12:06,8.412619,9.232859,9033.237679,62208,1.82,1.464,4.9,70,395,3.6,545
7:12:10,8.557018,9.021942,9097.043435,62208,1.65,1.463,4.9,70,395,3.6,549
7:12:14,8.484695,8.536376,8650.986194,58752,1.53,1.464,4.9,70,395,3.6,553
7:12:18,8.919216,8.997249,9224.048494,62208,1.57,1.464,4.9,70,395,3.6,557
7:12:22,9.085139,9.350623,9288.426426,62208,1.84,1.464,4.9,70,395,3.7,561
7:12:26,8.462825,8.719688,8832.353231,58752,1.62,1.464,4.9,70,395,3.7,565
7:12:30,8.632045,8.405932,8892.604411,58752,1.64,1.464,4.9,70,395,3.7,569
7:12:34,9.523842,9.136626,9479.0715,62208,1.83,1.464,4.9,70,395,3.7,573
7:12:38,9.362684,8.718437,9012.36111,58752,1.57,1.464,4.9,70,395,3.8,577
7:12:42,9.481326,8.885636,9072.253828,58752,1.63,1.464,4.9,70,395,3.8,581
7:12:46,9.617852,8.875352,9132.341087,58752,1.55,1.464,4.9,70,395,3.8,585
7:12:50,9.263298,7.727739,9191.71129,58752,1.67,1.464,4.9,70,395,3.8,589
7:12:54,10.210257,8.911299,9796.927461,62208,1.61,1.464,4.9,74,395,3.9,593
7:12:58,10.36749,8.758074,9860.957685,62208,1.69,1.464,4.9,74,395,3.9,597
7:13:02,10.201076,8.466033,9373.423079,29376,1.68,1.464,4.9,74,395,3.9,599
7:13:06,10.316671,8.346503,9433.776895,58752,1.82,1.464,4.9,74,395,3.9,603
7:13:10,9.922993,8.140642,9494.033144,58752,1.55,1.464,4.9,74,395,3.9,607
7:13:14,10.083876,8.781283,9554.424624,58752,1.51,1.464,4.9,74,395,4,611
7:13:18,10.221951,8.462893,9614.506181,58752,1.55,1.464,4.9,74,395,4,615
7:13:22,11.240547,9.222574,10243.87432,62208,1.75,1.464,4.9,74,395,4,619
7:13:26,11.447998,8.738931,10307.21072,62208,1.54,1.464,4.9,74,395,4,623
7:13:30,10.699754,8.666765,9795.418702,58752,1.61,1.464,4.9,74,395,4.1,627
7:13:34,11.774742,8.998702,10435.15515,62208,1.5,1.464,4.9,74,396,4.1,631
7:13:38,11.055303,8.60086,9915.116174,58752,1.68,1.464,4.9,74,396,4.1,635
7:13:42,11.189153,8.707506,9974.970036,58752,1.81,1.464,4.9,74,396,4.1,639
7:13:46,12.260025,8.81712,10625.70129,62208,1.65,1.464,4.9,74,396,4.2,643
7:13:50,12.908952,9.15094,10690.27414,62208,1.56,1.464,4.9,74,396,4.2,647
7:13:54,11.168651,7.821577,9559.077461,55296,1.7,1.464,4.9,74,396,4.2,651
7:13:58,12.678339,9.380362,10817.7273,62208,1.63,1.464,4.9,74,396,4.2,655
7:14:02,12.801989,9.142459,10881.15697,31104,1.94,1.464,4.9,74,396,4.3,657
7:14:06,12.945277,9.385022,10945.10303,62208,1.83,1.464,4.9,74,396,4.3,661
7:14:10,12.117258,8.646626,10397.22377,58752,1.67,1.464,4.9,74,396,4.3,665
7:14:14,13.295511,8.797679,11072.70925,62208,1.51,1.464,4.9,74,396,4.3,669
7:14:18,13.455873,9.116877,11136.91748,62208,1.72,1.463,4.9,74,396,4.4,673
7:14:22,4.613841,9.436869,11201.16529,62208,1.58,1.464,4.9,74,396,4.4,677
7:14:26,4.264442,8.610187,10638.35988,58752,1.5,1.464,4.9,74,396,4.4,681
7:14:30,5.456337,9.277111,11327.67769,62208,1.78,1.464,4.9,74,396,4.4,685
7:14:34,4.562302,8.651998,10758.6825,58752,1.55,1.464,4.9,74,396,4.5,689
7:14:38,5.234864,9.033139,11454.41128,62208,1.58,1.464,4.9,74,396,4.5,693
7:14:42,4.818844,8.714346,10878.42414,58752,1.63,1.464,4.9,74,396,4.5,697
7:14:46,4.920335,8.201137,10294.87957,55296,1.77,1.463,4.9,74,396,4.5,701
7:14:50,5.655709,8.967893,11645.79623,62208,1.56,1.464,4.9,74,396,4.6,705
7:14:54,5.773459,9.068372,11709.45305,62208,1.68,1.464,4.9,74,396,4.6,709
7:14:58,5.869781,8.912816,11119.25506,58752,1.6,1.464,4.9,74,396,4.6,713
7:15:02,6.027025,8.175408,11178.57177,29376,2.17,1.464,4.9,74,396,4.6,715
7:15:06,6.159144,8.504164,11238.1388,58752,1.79,1.464,4.9,74,396,4.7,719
7:15:10,6.263775,8.721419,11298.12803,58752,1.72,1.464,4.9,74,396,4.7,723
7:15:14,6.545175,9.021697,12026.53446,62208,1.58,1.464,4.9,74,396,4.7,727
7:15:18,6.131494,8.334254,11418.5617,58752,1.46,1.464,4.9,74,396,4.7,731
7:15:22,6.752495,8.040791,11478.64875,58752,1.61,1.464,4.9,74,396,4.8,735
7:15:26,7.655852,9.454972,12896.91854,65664,1.46,1.464,4.9,74,396,4.8,739
7:15:30,7.652644,9.163796,12282.08636,62208,1.65,1.463,4.9,74,396,4.8,743
7:15:34,6.647344,8.959714,11660.44374,58752,1.62,1.464,4.9,74,396,4.8,747
7:15:38,6.789856,8.107902,11720.33551,58752,1.61,1.464,4.9,74,396,4.9,751
7:15:42,8.12627,8.981496,12473.59584,62208,1.58,1.464,4.9,74,396,4.9,755
7:15:46,7.578264,8.581179,11841.19728,58752,1.59,1.464,4.9,74,396,4.9,759
7:15:50,7.202547,8.302108,11900.91543,58752,1.49,1.464,4.9,74,396,4.9,763
7:15:54,8.077655,8.819341,12664.49034,62208,1.38,1.463,4.9,74,396,5,767
7:15:58,8.270466,8.971031,12728.40368,62208,1.85,1.464,4.9,74,396,5,771
7:16:02,7.52722,8.013066,11370.80634,27648,1.65,1.464,4.9,74,396,5,773
7:16:06,7.925654,8.439087,12142.18453,58752,1.58,1.464,4.9,74,396,5,777
7:16:10,8.145187,8.624776,12202.52842,58752,1.48,1.464,4.9,74,396,5.1,781
7:16:14,8.258647,8.457064,12262.88156,58752,1.45,1.464,4.9,74,396,5.1,785
7:16:18,9.149116,9.290186,13048.62282,62208,1.54,1.464,4.9,74,397,5.1,789
7:16:22,9.05275,8.314547,12383.39987,58752,1.67,1.464,4.9,74,397,5.1,793
7:16:26,9.4517,9.010971,13175.83498,62208,1.59,1.464,4.9,74,397,5.2,797
7:16:30,8.841962,8.551032,12503.99189,58752,1.46,1.464,4.9,74,397,5.2,801
7:16:34,8.937021,8.526489,12563.8784,58752,1.41,1.464,4.9,74,397,5.2,805
7:16:38,9.901404,8.854177,13366.64569,62208,1.98,1.464,4.9,74,397,5.2,809
7:16:42,9.562729,8.977672,13431.08349,62208,1.71,1.464,4.9,74,397,5.2,813
7:16:46,9.935056,9.040371,12745.85486,58752,1.75,1.464,4.9,74,397,5.3,817
7:16:50,10.437666,9.149196,13558.866,62208,1.67,1.464,4.9,74,397,5.3,821
7:16:54,9.753891,8.215427,12865.44995,58752,1.49,1.464,4.9,74,397,5.3,825
7:16:58,10.70247,9.173757,13687.12065,62208,1.87,1.464,4.9,74,397,5.3,829
7:17:02,10.428796,8.866364,13750.68303,31104,1.77,1.464,4.9,74,397,5.4,831
7:17:06,10.184879,8.509233,13047.15849,58752,1.6,1.464,4.9,74,397,5.4,835
7:17:10,11.670599,9.099178,13878.76467,62208,1.53,1.464,4.9,74,397,5.4,839
7:17:14,10.511142,8.055031,13167.25091,58752,1.48,1.463,4.9,74,397,5.4,843
7:17:18,11.589846,9.015273,14005.60527,62208,1.61,1.464,4.9,74,397,5.5,847
7:17:22,11.721001,9.239357,14069.63504,62208,1.66,1.464,4.9,74,397,5.5,851
7:17:26,10.560266,8.351847,12563.51807,55296,1.57,1.464,4.9,74,397,5.5,855
7:17:30,10.689445,7.759413,12619.06375,55296,1.49,1.464,4.9,74,397,5.5,859
7:17:34,11.278133,8.430806,13468.2412,58752,1.34,1.464,4.9,74,397,5.6,863
7:17:38,11.458398,8.850249,13528.34982,58752,1.63,1.464,4.9,74,397,5.6,867
7:17:42,13.106553,8.739183,14387.39434,62208,1.7,1.464,4.9,74,397,5.6,871
7:17:46,11.839352,8.909171,13649.03329,58752,2.15,1.464,4.9,74,397,5.6,875
7:17:50,11.487143,8.242116,12902.557,55296,1.51,1.464,4.9,74,397,5.7,879
7:17:54,12.131665,8.368594,13768.68581,58752,1.3,1.464,4.9,74,397,5.7,883
7:17:58,12.265811,8.626973,13828.63356,58752,1.38,1.464,4.9,74,397,5.7,887
7:18:02,12.406564,8.42981,13888.25286,29376,1.52,1.464,4.9,74,397,5.7,889
7:18:06,4.089155,8.495342,13948.48793,58752,1.49,1.464,4.9,74,397,5.8,893
7:18:10,5.224038,8.952374,14832.50403,62208,1.4,1.464,4.9,74,397,5.8,897
7:18:14,4.902379,8.697485,14896.13158,62208,1.44,1.464,4.9,74,397,5.8,901
7:18:18,5.139676,9.131747,14959.97414,62208,1.48,1.464,4.9,74,397,5.8,905
7:18:22,5.300664,8.646033,15023.55248,62208,1.5,1.464,4.9,74,397,5.9,909
7:18:26,4.915642,8.771068,14249.57925,58752,1.79,1.464,4.9,74,397,5.9,913
7:18:30,5.010783,8.414135,13467.23283,55296,1.5,1.464,4.9,74,397,5.9,917
7:18:34,5.252212,8.448879,14369.53905,58752,1.33,1.464,4.9,74,397,5.9,921
7:18:38,6.000774,8.618266,15277.67101,62208,1.47,1.464,4.9,74,397,6,925
7:18:42,5.561662,8.457137,14490.19085,58752,1.61,1.464,4.9,74,397,6,929
7:18:46,6.916347,8.831117,15404.82825,62208,1.61,1.464,4.9,74,397,6,933
7:18:50,6.554046,9.088814,15468.85454,62208,1.68,1.464,4.9,74,397,6,937
7:18:54,6.31624,8.908112,15531.83231,62208,1.69,1.464,4.9,74,397,6.1,941
7:18:58,6.415023,8.360098,14729.28638,58752,1.68,1.464,4.9,74,397,6.1,945
7:19:02,6.567642,8.055616,14788.55696,29376,1.62,1.464,4.9,74,398,6.1,947
7:19:06,7.236955,8.750687,14849.76208,58752,1.79,1.464,4.9,74,398,6.1,951
7:19:11,6.94684,8.841894,14925.32514,73440,1.56,1.464,4.9,74,398,6.2,956
7:19:15,7.593016,8.671071,14985.2837,58752,1.78,1.464,4.9,74,398,6.2,960
7:19:19,7.292505,8.611371,15045.33616,58752,1.68,1.464,4.9,74,398,6.2,964
7:19:23,7.932987,8.995474,15106.18521,58752,1.61,1.464,4.9,74,398,6.2,968
7:19:27,8.277302,8.789991,16056.99265,62208,1.81,1.464,4.9,74,398,6.3,972
7:19:31,7.708035,8.756512,15225.27123,58752,1.82,1.464,4.9,74,398,6.3,976
7:19:35,8.373035,8.478216,15284.84042,58752,1.6,1.464,4.9,74,398,6.3,980
7:19:39,8.053779,8.564323,15344.99921,58752,1.67,1.464,4.9,74,398,6.3,984
7:19:43,8.920243,9.314526,16312.31175,62208,1.47,1.464,4.9,74,398,6.4,988
7:19:47,8.842756,8.829933,15466.34434,58752,1.39,1.464,4.9,74,398,6.4,992
7:19:51,9.285102,9.14741,16439.06811,62208,1.51,1.464,4.9,74,398,6.4,996
7:19:55,9.447902,9.113646,16502.60685,62208,1.55,1.464,4.9,74,398,6.4,1000
7:19:59,9.577072,8.900836,16566.24552,62208,1.41,1.464,4.9,74,398,6.5,1004
7:20:03,8.431872,8.740719,15706.19947,44064,1.56,1.464,4.9,74,398,6.5,1007
7:20:07,9.073193,8.644059,15766.08749,58752,1.5,1.464,4.9,74,398,6.5,1011
7:20:11,9.318899,8.017999,15825.51991,58752,1.67,1.464,4.9,74,398,6.5,1015
7:20:15,10.80945,8.940386,16821.13369,62208,1.72,1.464,4.9,74,398,6.6,1019
7:20:19,9.957632,9.204898,16884.85793,62208,1.77,1.464,4.9,74,398,6.6,1023
7:20:23,10.648809,8.855489,16948.59478,62208,1.44,1.464,4.9,74,398,6.6,1027
7:20:27,10.476783,8.685341,16067.43852,58752,1.59,1.464,4.9,74,398,6.6,1031
7:20:31,11.860448,9.710076,18025.0236,65664,1.8,1.464,4.9,74,398,6.7,1035
7:20:35,10.279509,9.093075,16188.81919,58752,1.54,1.463,4.9,74,398,6.7,1039
7:20:39,11.266562,9.211465,17203.19778,62208,1.71,1.464,4.9,74,398,6.7,1043
7:20:43,11.959533,9.562635,17267.74723,62208,1.33,1.464,4.9,74,398,6.7,1047
7:20:47,11.20635,8.322384,16368.30915,58752,1.47,1.464,4.9,74,398,6.8,1051
7:20:51,11.757783,8.943388,17394.7031,62208,1.57,1.463,4.9,74,398,6.8,1055
7:20:54,10.926876,8.235719,16472.69831,44064,1.36,1.464,4.9,74,398,6.8,1058
7:20:58,11.484093,9.050024,17505.9922,62208,1.62,1.464,4.9,74,398,6.8,1062
7:21:02,12.671754,8.976814,17569.79343,31104,1.47,1.464,4.9,74,398,6.9,1064
7:21:06,12.32445,9.011804,17633.27763,62208,1.53,1.464,4.9,74,398,6.9,1068
7:21:10,12.469356,8.742262,17697.21389,62208,1.48,1.464,4.9,74,398,6.9,1072
7:21:14,11.748928,8.134764,16773.77741,58752,1.35,1.464,4.9,74,398,6.9,1076
7:21:18,13.915142,9.535501,18815.53606,65664,1.39,1.464,4.9,74,398,7,1080
7:21:22,13.581165,9.075501,17889.29821,62208,1.6,1.464,4.9,74,398,7,1084
7:21:26,13.226832,9.23146,17952.32399,62208,1.49,1.464,4.9,74,398,7,1088
7:21:30,13.37544,8.964153,18015.77036,62208,1.58,1.463,4.9,74,398,7,1092
7:21:34,4.063328,8.013891,17075.12781,58752,1.45,1.464,4.9,74,398,7.1,1096
7:21:38,4.238544,8.770963,17135.06535,58752,1.5,1.464,4.9,74,398,7.1,1100
7:21:42,4.363426,8.690282,17194.89491,58752,1.62,1.464,4.9,74,399,7.1,1104
7:21:46,5.510949,9.07534,18270.29254,62208,1.52,1.464,4.9,74,399,7.1,1108
7:21:50,4.61899,8.598617,17315.81732,58752,1.53,1.464,4.9,74,399,7.2,1112
7:21:54,5.304214,9.088178,18397.32148,62208,1.46,1.464,4.9,74,399,7.2,1116
7:21:58,4.905715,8.311345,17435.53426,58752,1.68,1.464,4.9,74,399,7.2,1120
7:22:02,6.188384,8.657218,18524.98751,31104,1.66,1.464,4.9,74,399,7.2,1122
7:22:06,5.393663,9.023143,18588.82939,62208,1.6,1.464,4.9,74,399,7.3,1126
7:22:10,6.07573,9.321109,18653.42743,62208,1.6,1.464,4.9,74,399,7.3,1130
7:22:14,5.679952,8.413179,17677.33008,58752,1.41,1.464,4.9,74,399,7.3,1134
